"","year","isic_section_index","isic_section_name","industry_name","skill_group_category","skill_group_name","skill_group_rank"
"1",2015,"B","Mining and quarrying","Mining & Metals","Specialized Industry Skills","Mining",1
"2",2015,"B","Mining and quarrying","Mining & Metals","Soft Skills","Negotiation",2
"3",2015,"B","Mining and quarrying","Mining & Metals","Business Skills","Project Management",3
"4",2015,"B","Mining and quarrying","Mining & Metals","Business Skills","Business Management",4
"5",2015,"B","Mining and quarrying","Mining & Metals","Specialized Industry Skills","Earth Science",5
"6",2015,"B","Mining and quarrying","Mining & Metals","Business Skills","Manufacturing Operations",6
"7",2015,"B","Mining and quarrying","Mining & Metals","Specialized Industry Skills","Drilling Engineering",7
"8",2015,"B","Mining and quarrying","Mining & Metals","Tech Skills","Digital Literacy",8
"9",2015,"B","Mining and quarrying","Mining & Metals","Specialized Industry Skills","Maintenance & Repair",9
"10",2015,"B","Mining and quarrying","Mining & Metals","Business Skills","Procurement",10
"11",2015,"B","Mining and quarrying","Oil & Energy","Specialized Industry Skills","Oil & Gas",1
"12",2015,"B","Mining and quarrying","Oil & Energy","Specialized Industry Skills","Drilling Engineering",2
"13",2015,"B","Mining and quarrying","Oil & Energy","Specialized Industry Skills","Utilities",3
"14",2015,"B","Mining and quarrying","Oil & Energy","Soft Skills","Negotiation",4
"15",2015,"B","Mining and quarrying","Oil & Energy","Business Skills","Project Management",5
"16",2015,"B","Mining and quarrying","Oil & Energy","Tech Skills","Digital Literacy",6
"17",2015,"B","Mining and quarrying","Oil & Energy","Business Skills","Business Management",7
"18",2015,"B","Mining and quarrying","Oil & Energy","Soft Skills","Teamwork",8
"19",2015,"B","Mining and quarrying","Oil & Energy","Specialized Industry Skills","Construction Engineering",9
"20",2015,"B","Mining and quarrying","Oil & Energy","Soft Skills","Leadership",10
"21",2015,"C","Manufacturing","Pharmaceuticals","Specialized Industry Skills","Pharmaceutics",1
"22",2015,"C","Manufacturing","Pharmaceuticals","Specialized Industry Skills","Pharmaceutical Manufacturing",2
"23",2015,"C","Manufacturing","Pharmaceuticals","Specialized Industry Skills","Oncology",3
"24",2015,"C","Manufacturing","Pharmaceuticals","Specialized Industry Skills","Cardiology",4
"25",2015,"C","Manufacturing","Pharmaceuticals","Specialized Industry Skills","Biomedical Engineering",5
"26",2015,"C","Manufacturing","Pharmaceuticals","Specialized Industry Skills","Neurology",6
"27",2015,"C","Manufacturing","Pharmaceuticals","Specialized Industry Skills","Product Testing",7
"28",2015,"C","Manufacturing","Pharmaceuticals","Business Skills","Product Development",8
"29",2015,"C","Manufacturing","Pharmaceuticals","Specialized Industry Skills","Family Medicine",9
"30",2015,"C","Manufacturing","Pharmaceuticals","Business Skills","Product Marketing",10
"31",2015,"C","Manufacturing","Food Production","Specialized Industry Skills","Food Manufacturing",1
"32",2015,"C","Manufacturing","Food Production","Soft Skills","Negotiation",2
"33",2015,"C","Manufacturing","Food Production","Business Skills","Product Development",3
"34",2015,"C","Manufacturing","Food Production","Specialized Industry Skills","Food Service Operations",4
"35",2015,"C","Manufacturing","Food Production","Business Skills","Product Marketing",5
"36",2015,"C","Manufacturing","Food Production","Specialized Industry Skills","Retail",6
"37",2015,"C","Manufacturing","Food Production","Business Skills","Business Management",7
"38",2015,"C","Manufacturing","Food Production","Soft Skills","Leadership",8
"39",2015,"C","Manufacturing","Food Production","Tech Skills","Digital Literacy",9
"40",2015,"C","Manufacturing","Food Production","Soft Skills","Teamwork",10
"41",2015,"C","Manufacturing","Aviation & Aerospace","Specialized Industry Skills","Air Force",1
"42",2015,"C","Manufacturing","Aviation & Aerospace","Specialized Industry Skills","Airlines",2
"43",2015,"C","Manufacturing","Aviation & Aerospace","Disruptive Tech Skills","Aerospace Engineering",3
"44",2015,"C","Manufacturing","Aviation & Aerospace","Specialized Industry Skills","Aircraft Management",4
"45",2015,"C","Manufacturing","Aviation & Aerospace","Business Skills","Project Management",5
"46",2015,"C","Manufacturing","Aviation & Aerospace","Business Skills","Manufacturing Operations",6
"47",2015,"C","Manufacturing","Aviation & Aerospace","Business Skills","Business Management",7
"48",2015,"C","Manufacturing","Aviation & Aerospace","Tech Skills","Digital Literacy",8
"49",2015,"C","Manufacturing","Aviation & Aerospace","Specialized Industry Skills","Composites",9
"50",2015,"C","Manufacturing","Aviation & Aerospace","Tech Skills","Scientific Computing",10
"51",2015,"C","Manufacturing","Automotive","Specialized Industry Skills","Automotive",1
"52",2015,"C","Manufacturing","Automotive","Soft Skills","Negotiation",2
"53",2015,"C","Manufacturing","Automotive","Soft Skills","Leadership",3
"54",2015,"C","Manufacturing","Automotive","Business Skills","Manufacturing Operations",4
"55",2015,"C","Manufacturing","Automotive","Business Skills","Customer Experience",5
"56",2015,"C","Manufacturing","Automotive","Business Skills","Business Management",6
"57",2015,"C","Manufacturing","Automotive","Business Skills","Product Development",7
"58",2015,"C","Manufacturing","Automotive","Tech Skills","Digital Literacy",8
"59",2015,"C","Manufacturing","Automotive","Business Skills","Product Marketing",9
"60",2015,"C","Manufacturing","Automotive","Soft Skills","Teamwork",10
"61",2015,"C","Manufacturing","Chemicals","Soft Skills","Negotiation",1
"62",2015,"C","Manufacturing","Chemicals","Specialized Industry Skills","Chemical Processing",2
"63",2015,"C","Manufacturing","Chemicals","Business Skills","Product Development",3
"64",2015,"C","Manufacturing","Chemicals","Specialized Industry Skills","Research",4
"65",2015,"C","Manufacturing","Chemicals","Business Skills","Business Management",5
"66",2015,"C","Manufacturing","Chemicals","Soft Skills","Leadership",6
"67",2015,"C","Manufacturing","Chemicals","Business Skills","Manufacturing Operations",7
"68",2015,"C","Manufacturing","Chemicals","Disruptive Tech Skills","Materials Science",8
"69",2015,"C","Manufacturing","Chemicals","Tech Skills","Digital Literacy",9
"70",2015,"C","Manufacturing","Chemicals","Specialized Industry Skills","Oil & Gas",10
"71",2015,"C","Manufacturing","Machinery","Soft Skills","Negotiation",1
"72",2015,"C","Manufacturing","Machinery","Business Skills","Manufacturing Operations",2
"73",2015,"C","Manufacturing","Machinery","Business Skills","Product Development",3
"74",2015,"C","Manufacturing","Machinery","Business Skills","Business Management",4
"75",2015,"C","Manufacturing","Machinery","Tech Skills","Digital Literacy",5
"76",2015,"C","Manufacturing","Machinery","Soft Skills","Leadership",6
"77",2015,"C","Manufacturing","Machinery","Specialized Industry Skills","Architecture",7
"78",2015,"C","Manufacturing","Machinery","Business Skills","Project Management",8
"79",2015,"C","Manufacturing","Machinery","Specialized Industry Skills","Machining",9
"80",2015,"C","Manufacturing","Machinery","Specialized Industry Skills","Drilling Engineering",10
"81",2015,"C","Manufacturing","Textiles","Specialized Industry Skills","Apparel",1
"82",2015,"C","Manufacturing","Textiles","Business Skills","Product Development",2
"83",2015,"C","Manufacturing","Textiles","Soft Skills","Negotiation",3
"84",2015,"C","Manufacturing","Textiles","Specialized Industry Skills","Retail",4
"85",2015,"C","Manufacturing","Textiles","Business Skills","Product Marketing",5
"86",2015,"C","Manufacturing","Textiles","Tech Skills","Digital Literacy",6
"87",2015,"C","Manufacturing","Textiles","Business Skills","Business Management",7
"88",2015,"C","Manufacturing","Textiles","Soft Skills","Leadership",8
"89",2015,"C","Manufacturing","Textiles","Specialized Industry Skills","Recruiting",9
"90",2015,"C","Manufacturing","Textiles","Business Skills","Project Management",10
"91",2015,"C","Manufacturing","Paper & Forest Products","Business Skills","Product Development",1
"92",2015,"C","Manufacturing","Paper & Forest Products","Soft Skills","Negotiation",2
"93",2015,"C","Manufacturing","Paper & Forest Products","Specialized Industry Skills","Chemical Processing",3
"94",2015,"C","Manufacturing","Paper & Forest Products","Business Skills","Manufacturing Operations",4
"95",2015,"C","Manufacturing","Paper & Forest Products","Business Skills","Business Management",5
"96",2015,"C","Manufacturing","Paper & Forest Products","Business Skills","Inside Sales",6
"97",2015,"C","Manufacturing","Paper & Forest Products","Business Skills","Project Management",7
"98",2015,"C","Manufacturing","Paper & Forest Products","Specialized Industry Skills","Forestry",8
"99",2015,"C","Manufacturing","Paper & Forest Products","Tech Skills","Digital Literacy",9
"100",2015,"C","Manufacturing","Paper & Forest Products","Business Skills","Procurement",10
"101",2015,"C","Manufacturing","Printing","Specialized Industry Skills","Printing",1
"102",2015,"C","Manufacturing","Printing","Specialized Industry Skills","Retail Packaging",2
"103",2015,"C","Manufacturing","Printing","Tech Skills","Graphic Design",3
"104",2015,"C","Manufacturing","Printing","Business Skills","Inside Sales",4
"105",2015,"C","Manufacturing","Printing","Business Skills","Advertising",5
"106",2015,"C","Manufacturing","Printing","Business Skills","Product Marketing",6
"107",2015,"C","Manufacturing","Printing","Soft Skills","Negotiation",7
"108",2015,"C","Manufacturing","Printing","Business Skills","Product Development",8
"109",2015,"C","Manufacturing","Printing","Tech Skills","Digital Literacy",9
"110",2015,"C","Manufacturing","Printing","Business Skills","Business Management",10
"111",2015,"C","Manufacturing","Electrical & Electronic Manufacturing","Specialized Industry Skills","Electronics",1
"112",2015,"C","Manufacturing","Electrical & Electronic Manufacturing","Soft Skills","Negotiation",2
"113",2015,"C","Manufacturing","Electrical & Electronic Manufacturing","Disruptive Tech Skills","Robotics",3
"114",2015,"C","Manufacturing","Electrical & Electronic Manufacturing","Specialized Industry Skills","Drilling Engineering",4
"115",2015,"C","Manufacturing","Electrical & Electronic Manufacturing","Soft Skills","Leadership",5
"116",2015,"C","Manufacturing","Electrical & Electronic Manufacturing","Business Skills","Project Management",6
"117",2015,"C","Manufacturing","Electrical & Electronic Manufacturing","Tech Skills","Software Testing",7
"118",2015,"C","Manufacturing","Electrical & Electronic Manufacturing","Tech Skills","Digital Literacy",8
"119",2015,"C","Manufacturing","Electrical & Electronic Manufacturing","Business Skills","Product Development",9
"120",2015,"C","Manufacturing","Electrical & Electronic Manufacturing","Tech Skills","Scientific Computing",10
"121",2015,"C","Manufacturing","Plastics","Specialized Industry Skills","Plastics",1
"122",2015,"C","Manufacturing","Plastics","Business Skills","Product Development",2
"123",2015,"C","Manufacturing","Plastics","Soft Skills","Negotiation",3
"124",2015,"C","Manufacturing","Plastics","Business Skills","Manufacturing Operations",4
"125",2015,"C","Manufacturing","Plastics","Disruptive Tech Skills","Materials Science",5
"126",2015,"C","Manufacturing","Plastics","Business Skills","Inside Sales",6
"127",2015,"C","Manufacturing","Plastics","Business Skills","Business Management",7
"128",2015,"C","Manufacturing","Plastics","Tech Skills","Digital Literacy",8
"129",2015,"C","Manufacturing","Plastics","Soft Skills","Leadership",9
"130",2015,"C","Manufacturing","Plastics","Business Skills","Project Management",10
"131",2015,"C","Manufacturing","Renewables & Environment","Specialized Industry Skills","Utilities",1
"132",2015,"C","Manufacturing","Renewables & Environment","Specialized Industry Skills","Power Systems",2
"133",2015,"C","Manufacturing","Renewables & Environment","Specialized Industry Skills","Environmental Science",3
"134",2015,"C","Manufacturing","Renewables & Environment","Soft Skills","Negotiation",4
"135",2015,"C","Manufacturing","Renewables & Environment","Specialized Industry Skills","Environmental Consulting",5
"136",2015,"C","Manufacturing","Renewables & Environment","Business Skills","Project Management",6
"137",2015,"C","Manufacturing","Renewables & Environment","Business Skills","Business Management",7
"138",2015,"C","Manufacturing","Renewables & Environment","Specialized Industry Skills","Research",8
"139",2015,"C","Manufacturing","Renewables & Environment","Tech Skills","Digital Literacy",9
"140",2015,"C","Manufacturing","Renewables & Environment","Business Skills","Entrepreneurship",10
"141",2015,"C","Manufacturing","Packaging & Containers","Specialized Industry Skills","Retail Packaging",1
"142",2015,"C","Manufacturing","Packaging & Containers","Business Skills","Product Development",2
"143",2015,"C","Manufacturing","Packaging & Containers","Business Skills","Manufacturing Operations",3
"144",2015,"C","Manufacturing","Packaging & Containers","Soft Skills","Negotiation",4
"145",2015,"C","Manufacturing","Packaging & Containers","Specialized Industry Skills","Plastics",5
"146",2015,"C","Manufacturing","Packaging & Containers","Business Skills","Inside Sales",6
"147",2015,"C","Manufacturing","Packaging & Containers","Business Skills","Business Management",7
"148",2015,"C","Manufacturing","Packaging & Containers","Tech Skills","Digital Literacy",8
"149",2015,"C","Manufacturing","Packaging & Containers","Soft Skills","Leadership",9
"150",2015,"C","Manufacturing","Packaging & Containers","Specialized Industry Skills","Retail",10
"151",2015,"C","Manufacturing","Industrial Automation","Disruptive Tech Skills","Robotics",1
"152",2015,"C","Manufacturing","Industrial Automation","Specialized Industry Skills","Instrumentation",2
"153",2015,"C","Manufacturing","Industrial Automation","Specialized Industry Skills","Electronic Control Systems",3
"154",2015,"C","Manufacturing","Industrial Automation","Specialized Industry Skills","Drilling Engineering",4
"155",2015,"C","Manufacturing","Industrial Automation","Specialized Industry Skills","Utilities",5
"156",2015,"C","Manufacturing","Industrial Automation","Specialized Industry Skills","Electronics",6
"157",2015,"C","Manufacturing","Industrial Automation","Specialized Industry Skills","Construction Engineering",7
"158",2015,"C","Manufacturing","Industrial Automation","Business Skills","Product Development",8
"159",2015,"C","Manufacturing","Industrial Automation","Soft Skills","Negotiation",9
"160",2015,"C","Manufacturing","Industrial Automation","Specialized Industry Skills","Architecture",10
"161",2015,"J","Information and communication","Computer Hardware","Tech Skills","Computer Hardware",1
"162",2015,"J","Information and communication","Computer Hardware","Business Skills","Inside Sales",2
"163",2015,"J","Information and communication","Computer Hardware","Tech Skills","Technical Support",3
"164",2015,"J","Information and communication","Computer Hardware","Tech Skills","System Administration",4
"165",2015,"J","Information and communication","Computer Hardware","Soft Skills","Leadership",5
"166",2015,"J","Information and communication","Computer Hardware","Tech Skills","Computer Networking",6
"167",2015,"J","Information and communication","Computer Hardware","Business Skills","Product Marketing",7
"168",2015,"J","Information and communication","Computer Hardware","Business Skills","Business Management",8
"169",2015,"J","Information and communication","Computer Hardware","Tech Skills","Digital Literacy",9
"170",2015,"J","Information and communication","Computer Hardware","Disruptive Tech Skills","Development Tools",10
"171",2015,"J","Information and communication","Computer Software","Tech Skills","Web Development",1
"172",2015,"J","Information and communication","Computer Software","Disruptive Tech Skills","Development Tools",2
"173",2015,"J","Information and communication","Computer Software","Tech Skills","Data Storage Technologies",3
"174",2015,"J","Information and communication","Computer Software","Disruptive Tech Skills","Data Science",4
"175",2015,"J","Information and communication","Computer Software","Tech Skills","Software Development Life Cycle (SDLC)",5
"176",2015,"J","Information and communication","Computer Software","Tech Skills","Mobile Application Development",6
"177",2015,"J","Information and communication","Computer Software","Business Skills","Management Consulting",7
"178",2015,"J","Information and communication","Computer Software","Soft Skills","Leadership",8
"179",2015,"J","Information and communication","Computer Software","Business Skills","Project Management",9
"180",2015,"J","Information and communication","Computer Software","Business Skills","Business Management",10
"181",2015,"J","Information and communication","Computer Networking","Tech Skills","Computer Networking",1
"182",2015,"J","Information and communication","Computer Networking","Specialized Industry Skills","Telecommunications",2
"183",2015,"J","Information and communication","Computer Networking","Specialized Industry Skills","Cybersecurity",3
"184",2015,"J","Information and communication","Computer Networking","Tech Skills","System Administration",4
"185",2015,"J","Information and communication","Computer Networking","Tech Skills","Technical Support",5
"186",2015,"J","Information and communication","Computer Networking","Disruptive Tech Skills","Development Tools",6
"187",2015,"J","Information and communication","Computer Networking","Tech Skills","Data Storage Technologies",7
"188",2015,"J","Information and communication","Computer Networking","Tech Skills","Digital Literacy",8
"189",2015,"J","Information and communication","Computer Networking","Business Skills","Sales Operations",9
"190",2015,"J","Information and communication","Computer Networking","Soft Skills","Leadership",10
"191",2015,"J","Information and communication","Internet","Tech Skills","Web Development",1
"192",2015,"J","Information and communication","Internet","Tech Skills","Social Media",2
"193",2015,"J","Information and communication","Internet","Business Skills","Digital Marketing",3
"194",2015,"J","Information and communication","Internet","Business Skills","Advertising",4
"195",2015,"J","Information and communication","Internet","Tech Skills","Graphic Design",5
"196",2015,"J","Information and communication","Internet","Soft Skills","Leadership",6
"197",2015,"J","Information and communication","Internet","Business Skills","Product Marketing",7
"198",2015,"J","Information and communication","Internet","Business Skills","Entrepreneurship",8
"199",2015,"J","Information and communication","Internet","Tech Skills","Data Storage Technologies",9
"200",2015,"J","Information and communication","Internet","Disruptive Tech Skills","Development Tools",10
"201",2015,"J","Information and communication","Semiconductors","Specialized Industry Skills","Electronics",1
"202",2015,"J","Information and communication","Semiconductors","Tech Skills","Computer Hardware",2
"203",2015,"J","Information and communication","Semiconductors","Tech Skills","Software Testing",3
"204",2015,"J","Information and communication","Semiconductors","Disruptive Tech Skills","Development Tools",4
"205",2015,"J","Information and communication","Semiconductors","Business Skills","Product Development",5
"206",2015,"J","Information and communication","Semiconductors","Tech Skills","Scientific Computing",6
"207",2015,"J","Information and communication","Semiconductors","Tech Skills","Software Development Life Cycle (SDLC)",7
"208",2015,"J","Information and communication","Semiconductors","Soft Skills","Leadership",8
"209",2015,"J","Information and communication","Semiconductors","Disruptive Tech Skills","Materials Science",9
"210",2015,"J","Information and communication","Semiconductors","Business Skills","Project Management",10
"211",2015,"J","Information and communication","Telecommunications","Specialized Industry Skills","Telecommunications",1
"212",2015,"J","Information and communication","Telecommunications","Tech Skills","Computer Networking",2
"213",2015,"J","Information and communication","Telecommunications","Soft Skills","Leadership",3
"214",2015,"J","Information and communication","Telecommunications","Tech Skills","Software Development Life Cycle (SDLC)",4
"215",2015,"J","Information and communication","Telecommunications","Tech Skills","Technical Support",5
"216",2015,"J","Information and communication","Telecommunications","Business Skills","Project Management",6
"217",2015,"J","Information and communication","Telecommunications","Business Skills","Business Management",7
"218",2015,"J","Information and communication","Telecommunications","Soft Skills","Teamwork",8
"219",2015,"J","Information and communication","Telecommunications","Soft Skills","Negotiation",9
"220",2015,"J","Information and communication","Telecommunications","Business Skills","Inside Sales",10
"221",2015,"J","Information and communication","Motion Pictures & Film","Specialized Industry Skills","Video",1
"222",2015,"J","Information and communication","Motion Pictures & Film","Specialized Industry Skills","Television",2
"223",2015,"J","Information and communication","Motion Pictures & Film","Specialized Industry Skills","Photography",3
"224",2015,"J","Information and communication","Motion Pictures & Film","Specialized Industry Skills","Editing",4
"225",2015,"J","Information and communication","Motion Pictures & Film","Tech Skills","Social Media",5
"226",2015,"J","Information and communication","Motion Pictures & Film","Tech Skills","Graphic Design",6
"227",2015,"J","Information and communication","Motion Pictures & Film","Tech Skills","Animation",7
"228",2015,"J","Information and communication","Motion Pictures & Film","Business Skills","Advertising",8
"229",2015,"J","Information and communication","Motion Pictures & Film","Specialized Industry Skills","Theatre",9
"230",2015,"J","Information and communication","Motion Pictures & Film","Tech Skills","Digital Literacy",10
"231",2015,"J","Information and communication","Broadcast Media","Specialized Industry Skills","Television",1
"232",2015,"J","Information and communication","Broadcast Media","Specialized Industry Skills","Journalism",2
"233",2015,"J","Information and communication","Broadcast Media","Specialized Industry Skills","Editing",3
"234",2015,"J","Information and communication","Broadcast Media","Specialized Industry Skills","Video",4
"235",2015,"J","Information and communication","Broadcast Media","Specialized Industry Skills","Radio Production",5
"236",2015,"J","Information and communication","Broadcast Media","Tech Skills","Social Media",6
"237",2015,"J","Information and communication","Broadcast Media","Business Skills","Advertising",7
"238",2015,"J","Information and communication","Broadcast Media","Business Skills","Digital Marketing",8
"239",2015,"J","Information and communication","Broadcast Media","Business Skills","Corporate Communications",9
"240",2015,"J","Information and communication","Broadcast Media","Soft Skills","Communication",10
"241",2015,"J","Information and communication","Newspapers","Specialized Industry Skills","Journalism",1
"242",2015,"J","Information and communication","Newspapers","Specialized Industry Skills","Editing",2
"243",2015,"J","Information and communication","Newspapers","Tech Skills","Social Media",3
"244",2015,"J","Information and communication","Newspapers","Business Skills","Corporate Communications",4
"245",2015,"J","Information and communication","Newspapers","Soft Skills","Writing",5
"246",2015,"J","Information and communication","Newspapers","Business Skills","Advertising",6
"247",2015,"J","Information and communication","Newspapers","Business Skills","Digital Marketing",7
"248",2015,"J","Information and communication","Newspapers","Specialized Industry Skills","Research",8
"249",2015,"J","Information and communication","Newspapers","Tech Skills","Digital Literacy",9
"250",2015,"J","Information and communication","Newspapers","Tech Skills","Graphic Design",10
"251",2015,"J","Information and communication","Publishing","Specialized Industry Skills","Editing",1
"252",2015,"J","Information and communication","Publishing","Tech Skills","Social Media",2
"253",2015,"J","Information and communication","Publishing","Specialized Industry Skills","Journalism",3
"254",2015,"J","Information and communication","Publishing","Soft Skills","Writing",4
"255",2015,"J","Information and communication","Publishing","Business Skills","Digital Marketing",5
"256",2015,"J","Information and communication","Publishing","Business Skills","Advertising",6
"257",2015,"J","Information and communication","Publishing","Tech Skills","Graphic Design",7
"258",2015,"J","Information and communication","Publishing","Business Skills","Product Marketing",8
"259",2015,"J","Information and communication","Publishing","Business Skills","Corporate Communications",9
"260",2015,"J","Information and communication","Publishing","Business Skills","Business Management",10
"261",2015,"J","Information and communication","Information Technology & Services","Tech Skills","System Administration",1
"262",2015,"J","Information and communication","Information Technology & Services","Tech Skills","Web Development",2
"263",2015,"J","Information and communication","Information Technology & Services","Tech Skills","Data Storage Technologies",3
"264",2015,"J","Information and communication","Information Technology & Services","Tech Skills","Software Development Life Cycle (SDLC)",4
"265",2015,"J","Information and communication","Information Technology & Services","Tech Skills","Technical Support",5
"266",2015,"J","Information and communication","Information Technology & Services","Disruptive Tech Skills","Development Tools",6
"267",2015,"J","Information and communication","Information Technology & Services","Tech Skills","Computer Networking",7
"268",2015,"J","Information and communication","Information Technology & Services","Soft Skills","Leadership",8
"269",2015,"J","Information and communication","Information Technology & Services","Business Skills","Management Consulting",9
"270",2015,"J","Information and communication","Information Technology & Services","Business Skills","Business Management",10
"271",2015,"J","Information and communication","Writing & Editing","Specialized Industry Skills","Editing",1
"272",2015,"J","Information and communication","Writing & Editing","Soft Skills","Writing",2
"273",2015,"J","Information and communication","Writing & Editing","Tech Skills","Social Media",3
"274",2015,"J","Information and communication","Writing & Editing","Specialized Industry Skills","Journalism",4
"275",2015,"J","Information and communication","Writing & Editing","Specialized Industry Skills","Literature",5
"276",2015,"J","Information and communication","Writing & Editing","Specialized Industry Skills","Teaching",6
"277",2015,"J","Information and communication","Writing & Editing","Specialized Industry Skills","Research",7
"278",2015,"J","Information and communication","Writing & Editing","Soft Skills","Communication",8
"279",2015,"J","Information and communication","Writing & Editing","Business Skills","Corporate Communications",9
"280",2015,"J","Information and communication","Writing & Editing","Tech Skills","Digital Literacy",10
"281",2015,"J","Information and communication","Computer Games","Tech Skills","Game Development",1
"282",2015,"J","Information and communication","Computer Games","Tech Skills","Animation",2
"283",2015,"J","Information and communication","Computer Games","Tech Skills","Graphic Design",3
"284",2015,"J","Information and communication","Computer Games","Disruptive Tech Skills","Development Tools",4
"285",2015,"J","Information and communication","Computer Games","Tech Skills","Mobile Application Development",5
"286",2015,"J","Information and communication","Computer Games","Tech Skills","Web Development",6
"287",2015,"J","Information and communication","Computer Games","Disruptive Tech Skills","Human Computer Interaction",7
"288",2015,"J","Information and communication","Computer Games","Tech Skills","Data Storage Technologies",8
"289",2015,"J","Information and communication","Computer Games","Tech Skills","Social Media",9
"290",2015,"J","Information and communication","Computer Games","Tech Skills","Digital Literacy",10
"291",2015,"J","Information and communication","Online Media","Tech Skills","Social Media",1
"292",2015,"J","Information and communication","Online Media","Business Skills","Digital Marketing",2
"293",2015,"J","Information and communication","Online Media","Specialized Industry Skills","Journalism",3
"294",2015,"J","Information and communication","Online Media","Specialized Industry Skills","Editing",4
"295",2015,"J","Information and communication","Online Media","Business Skills","Advertising",5
"296",2015,"J","Information and communication","Online Media","Soft Skills","Writing",6
"297",2015,"J","Information and communication","Online Media","Business Skills","Corporate Communications",7
"298",2015,"J","Information and communication","Online Media","Tech Skills","Graphic Design",8
"299",2015,"J","Information and communication","Online Media","Business Skills","Product Marketing",9
"300",2015,"J","Information and communication","Online Media","Tech Skills","Information Management",10
"301",2015,"J","Information and communication","Computer & Network Security","Specialized Industry Skills","Cybersecurity",1
"302",2015,"J","Information and communication","Computer & Network Security","Tech Skills","Computer Networking",2
"303",2015,"J","Information and communication","Computer & Network Security","Tech Skills","System Administration",3
"304",2015,"J","Information and communication","Computer & Network Security","Disruptive Tech Skills","Development Tools",4
"305",2015,"J","Information and communication","Computer & Network Security","Tech Skills","Data Storage Technologies",5
"306",2015,"J","Information and communication","Computer & Network Security","Tech Skills","Technical Support",6
"307",2015,"J","Information and communication","Computer & Network Security","Soft Skills","Leadership",7
"308",2015,"J","Information and communication","Computer & Network Security","Tech Skills","Digital Literacy",8
"309",2015,"J","Information and communication","Computer & Network Security","Disruptive Tech Skills","Data Science",9
"310",2015,"J","Information and communication","Computer & Network Security","Tech Skills","Web Development",10
"311",2015,"J","Information and communication","Media Production","Specialized Industry Skills","Video",1
"312",2015,"J","Information and communication","Media Production","Specialized Industry Skills","Television",2
"313",2015,"J","Information and communication","Media Production","Specialized Industry Skills","Editing",3
"314",2015,"J","Information and communication","Media Production","Specialized Industry Skills","Journalism",4
"315",2015,"J","Information and communication","Media Production","Tech Skills","Social Media",5
"316",2015,"J","Information and communication","Media Production","Specialized Industry Skills","Photography",6
"317",2015,"J","Information and communication","Media Production","Tech Skills","Graphic Design",7
"318",2015,"J","Information and communication","Media Production","Business Skills","Advertising",8
"319",2015,"J","Information and communication","Media Production","Soft Skills","Writing",9
"320",2015,"J","Information and communication","Media Production","Business Skills","Digital Marketing",10
"321",2015,"K","Financial and insurance activities","Banking","Business Skills","Commercial Banking",1
"322",2015,"K","Financial and insurance activities","Banking","Business Skills","Financial Accounting",2
"323",2015,"K","Financial and insurance activities","Banking","Business Skills","Capital Markets",3
"324",2015,"K","Financial and insurance activities","Banking","Soft Skills","Teamwork",4
"325",2015,"K","Financial and insurance activities","Banking","Business Skills","Management Consulting",5
"326",2015,"K","Financial and insurance activities","Banking","Business Skills","Investment Banking",6
"327",2015,"K","Financial and insurance activities","Banking","Soft Skills","Leadership",7
"328",2015,"K","Financial and insurance activities","Banking","Business Skills","Business Management",8
"329",2015,"K","Financial and insurance activities","Banking","Tech Skills","Digital Literacy",9
"330",2015,"K","Financial and insurance activities","Banking","Business Skills","Project Management",10
"331",2015,"K","Financial and insurance activities","Insurance","Business Skills","Insurance",1
"332",2015,"K","Financial and insurance activities","Insurance","Business Skills","Capital Markets",2
"333",2015,"K","Financial and insurance activities","Insurance","Soft Skills","Negotiation",3
"334",2015,"K","Financial and insurance activities","Insurance","Business Skills","Business Management",4
"335",2015,"K","Financial and insurance activities","Insurance","Tech Skills","Digital Literacy",5
"336",2015,"K","Financial and insurance activities","Insurance","Soft Skills","Leadership",6
"337",2015,"K","Financial and insurance activities","Insurance","Soft Skills","Teamwork",7
"338",2015,"K","Financial and insurance activities","Insurance","Business Skills","Financial Accounting",8
"339",2015,"K","Financial and insurance activities","Insurance","Business Skills","Management Consulting",9
"340",2015,"K","Financial and insurance activities","Insurance","Business Skills","Project Management",10
"341",2015,"K","Financial and insurance activities","Financial Services","Business Skills","Financial Accounting",1
"342",2015,"K","Financial and insurance activities","Financial Services","Business Skills","Capital Markets",2
"343",2015,"K","Financial and insurance activities","Financial Services","Business Skills","Investment Banking",3
"344",2015,"K","Financial and insurance activities","Financial Services","Business Skills","Commercial Banking",4
"345",2015,"K","Financial and insurance activities","Financial Services","Business Skills","Auditing",5
"346",2015,"K","Financial and insurance activities","Financial Services","Soft Skills","Teamwork",6
"347",2015,"K","Financial and insurance activities","Financial Services","Soft Skills","Leadership",7
"348",2015,"K","Financial and insurance activities","Financial Services","Business Skills","Business Management",8
"349",2015,"K","Financial and insurance activities","Financial Services","Soft Skills","Negotiation",9
"350",2015,"K","Financial and insurance activities","Financial Services","Tech Skills","Digital Literacy",10
"351",2015,"K","Financial and insurance activities","Investment Banking","Business Skills","Investment Banking",1
"352",2015,"K","Financial and insurance activities","Investment Banking","Business Skills","Financial Accounting",2
"353",2015,"K","Financial and insurance activities","Investment Banking","Business Skills","Capital Markets",3
"354",2015,"K","Financial and insurance activities","Investment Banking","Business Skills","Growth Strategies",4
